,name,rating,ctype,highly_rated,hq,reviews_K,no_of_employees,desc
1158,Quikr,3.9,Internet ,"Job Security, Promotions / Appraisal, Work Satisfaction", Bangalore ,48.0, 1k-5k ,"Quikr is all about you - Our aim is to empower every person in the country to independently connect with buyers and sellers online. Brainchild of Pranay Chulet, Quikr is widely known as India’s no. 1 online classifieds platform - and there’s a reason behind that. We care about you - and the transactions that bring you closer to your dreams. Want to buy your first car? We’re here for you. Want to sell commercial property to buy a home for your family? We’re here for you. Whatever job you’ve got, we promise to get it done.Founded in 2008 and headquartered in Bangalore, Quikr has left a memorable footprint in over 1000 cities. And we continue to work towards building the future of trading and e-commerce."
1159,Adani Solar,4.0,Power ,"Skill Development / Learning, Job Security", Ahmedabad ,48.0, 1k-5k ,"Adani Solar is the Solar PV manufacturing and EPC arm of Adani Group, a USD 13 billion Indian conglomerate with interests spanning across Resources, Logistics, Energy and Agri among others. Our presence in the solar manufacturing sector has not just contributed to India’s climate goals but bolstered its vision towards embracing a healthier energy mix.

We are India's largest Solar PV cell and modules manufacturer with capacity of 1.2 GW at Mundra, Gujarat in India. The state-of-the-art manufacturing?facility with multi-level infrastructure is optimised for scaling up to 3 GW of modules and cells under one roof.

Adani Solar is India’s first and largest vertically integrated solar company that offers services across the spectrum of photovoltaics manufacturing. The company offers and produces high efficiency Multi, Mono PERC and Bifacial modules with superior efficiency, higher performance and enhanced reliability."
1160,V-Trans,4.1,Logistics ,"Job Security, Work Life Balance, Company Culture", Mumbai ,48.0, 1k-5k ,V Trans India Ltd is a preferred single window logistics solution provider. A 6-decade old company that has evolved from a traditional transport player to a national logistics solution provider company.
1161,HCL Comnet,3.9,Noida +37 more,Job Security,Noida ,48.0,,"HCL is a leading global Technology and IT Enterprise with annual revenues of US$ 5.9 billion. The HCL Enterprise comprises two companies listed in India, HCL Technologies ( www.hcltech.com ) and HCL Infosystems (www.hclinfosystems.in). The 3 decade old enterprise, founded in 1976, is one of India's original IT garage start ups. Its range of offerings span R&D and Technology Services, Enterprise and Applications Consulting, Remote Infrastructure Management, BPO services, IT Hardware, Systems Integration and Distribution of Technology and Telecom products in India. The HCL team comprises 80,000 professionals of diverse nationalities, operating across 31 countries including 500 points of presence in India. HCL has global partnerships with several leading Fortune 1000 firms, including several IT and Technology majors."
1162,Jai Balaji Group,3.6,Iron & Steel ,"Promotions / Appraisal, Salary & Benefits, Company Culture", Kolkata ,48.0, 1k-5k ,"Jai Balaji Group is one of the largest manufacturers of steel in the private sector in Eastern India. We have integrated facilities for producing steel in our eight manufacturing units spread across the states of West Bengal, Chhattisgarh, Orissa and Jharkhand in India.Our Group has a chain of value-added products which include DRI, Pig Iron, Ferro Alloys, Alloy and Mild Steel Billets, Reinforcement Steel TMT Bars, Wire Rods, Ductile Iron Pipes and Alloy and Mild Steel Heavy Rounds. We draw our strength from an old tradition of reliable customer service and quality products.With vibrant and dedicated employees forming the core of our Group, we have grown from strength to strength under the dynamic leadership of our promoters and directors. Our combined experience has propelled our Group into the league of formidable steel players in Eastern India, which has not only diversified into power generation in West Bengal and Chhattisgarh but has progressed work in allied industries like cement as well."
1163,Saud Bahwan Group,3.3,Automobile ,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning", Muscat ,48.0, 201-500 ,"Saud Bahwan Group plays a humble role in the nation’s economic life by introducing world-class brands into Oman.

The Group has an established presence in fields like Automotive & Allied businesses, Heavy Vehicles, Construction Equipment, Turnkey Projects, Special Equipment, Municipal & Civic Services, Property & Real Estate and Travel & Tourism. Playing a humble role in nation building.

In the Automotive sector, the Group represents several automotive brands including Toyota and Lexus in Oman. Best Cars, the Group’s Pre-owned cars outlet is synonymous with reliable quality and value. In the tyres segment in Oman, Yokohama has become the tyre brand of choice for many.

The Group has also made its presence felt in the Heavy Vehicles segment as well as the Construction Equipment segment.The Saud Bahwan Group has also forayed into many infrastructure and other projects with renowned partners – such as the Sohar Refinery Project with JGC, Japan, Oman Waste Water Project with Sino Hydro, China, Oman Cement Company with IHI, Japan, Desalination Plant, Structural Steel System with MPEBS, UAE etc.

Equally noteworthy are the Group’s operations in sectors like Special Equipment and Municipal & Civic Services."
1164,SoftAge Information Technology,3.8,IT Services & Consulting ,Work Life Balance, Gurgaon/Gurugram ,48.0, 1k-5k ,"SoftAge Information Technology Limited is a prestigious leader in the digital landscape dedicated to digitize, store and manage the valuable assets of your organization-the information. Our forte lies in offering Document Management Solutions, KYC Management, Physical Verification, E-Governance, Warehouse Management and Secure Shredding. We strive to simplify the process of information transition from paper to digital. We safeguard the organization’s valuable information to eradicate pitfalls from the business processes. A smart and proactive approach towards documentation helps to attain better ROI and foster productivity."
1165,Patel Engineering,4.2,Engineering & Construction ,"Job Security, Work Satisfaction, Skill Development / Learning", Mumbai ,48.0, 1k-5k ,"Patel Engineering has carved a niche for itself in the industry. Since its inception it has excelled and tasted success with every projects. Right from construction of dams, tunnels, micro-tunnels, powerhouses, irrigation projects, highways, roads, bridges, railway tunnels, refineries to real estate and township-every structure is nothing less than a landmark. The success of the Company's performance is based on an efficient organization and a dynamic and entrepreneurial management, implemented successive processes and strategic plans committed to client's satisfaction as well as to maximizing profitability."
1166,M3M India,4.2,Real Estate ,"Salary & Benefits, Skill Development / Learning, Work Life Balance", Gurgaon ,48.0, 501-1k ,"M3M Group stands for 'Magnificence in the Trinity of Men, Materials & Money'. The motto of the company is ""quality, timely delivery and excellence"". Distinguishing features of M3M within the industry are its innovative, unique and unparalleled concepts, multi-dimensional realty solutions and unmatched high service standards. Showing its commitment towards developing state-of-the-art real estate masterpieces, M3M has always strived to garner the best talent in the industry. The company has gained valuable experience in the real estate sector with diverse and complementary talents from a rich network of top notch intermediaries, financial institutions, high-net-worth individuals and some of the most reputed developers in India."
1167,Mahindra Tractors,4.3,79 years old ,"Skill Development / Learning, Company Culture, Work Satisfaction", Mumbai ,48.0, Mumba,"Founded in 1945 as a steel trading company, we entered automotive manufacturing in 1947 to bring the iconic Willys Jeep onto Indian roads. Over the years, we’ve diversified into many new businesses in order to better meet the needs of our customers. We follow a unique business model of creating empowered companies that enjoy the best of entrepreneurial independence and Group-wide synergies. This principle has led our growth into a US $ 20.7 billion multinational group with more than 180,000 employees in over 100 countries across the globe.

Today, our operations span 18 key industries that form the foundation of every modern economy: aerospace, aftermarket, agribusiness, automotive, components, construction equipment, consulting services, defense, energy, farm equipment, finance and insurance, industrial equipment, information technology, leisure and hospitality, logistics, real estate, retail, and two wheelers.

Our federated structure enables each business to chart its own future and simultaneously leverage synergies across the entire Group’s competencies. In this way, the diversity of our expertise allows us to bring our customers the best in many fields."
1168,Updater Services,4.0,Facility Management Services ,"Promotions / Appraisal, Job Security", Chennai ,48.0, 50k-1 Lakh ,"Updater Services (P) Limited is India's largest facility management services company, with more than 50,000+ employees with Pan India presence. UDS offers integrated facility management services for Commercial, IT Parks, Township, Manufacturing, Hospitality, Healthcare, Residential, Retail, BFSI and other industries"
1169,Genesys International Corporation,3.9,IT Services & Consulting ,"Promotions / Appraisal, Salary & Benefits", Mumbai ,48.0, 1k-5k ,"GENESYS is a Pioneer in providing Advanced Mapping, Survey and Geospatial Services since 1995.With 2000+ professionals, Genesys has worked on some of the world's most challenging projects. We have a unique blend of understanding the emerging consumer applications around mapping technology. Our Geospatial expertise ranges from LiDAR, Aerial Imagery to 2D/3D mapping across various industries including urban, telecom, mining, agriculture, navigation, infrastructure etc. Ability to scale up our team and quick turnaround time has led Genesys to successfully execute many voluminous international projects.We are one of the largest LIDAR acquisition and processing service provider in the world."
1170,Hilti,3.7,Industrial Machinery ,Company Culture, Schaan ,48.0, 501-1k ,"Hilti Corporation is a Liechtenstein multinational company that develops, manufactures, and markets products for the construction, building maintenance, energy and manufacturing industries, mainly to the professional end-user."
1171,Bunge India,4.0,Food Processing ,"Job Security, Salary & Benefits, Work Life Balance", Chesterfield ,48.0, 1k-5k ,"""In the year 2000, Bunge Limited, an NYSE listed company opened a liaison office in Hyderabad and another at Delhi mainly to help it gather industry information regarding edible oils and soy meal. Later Delhi Office was closed and operations were shifted to Hyderabad. Bunge Agribusiness India Private Limited (""""Bunge Agri"""") was incorporated as a private Indian company in Hyderabad to undertake trading operations, mainly ex-tank and High seas sales. As a part of its India strategy to expand its presence in the retail side of business, Bunge India acquired the edible oils/Vanaspati business and bakery fats business of Hindustan Unilever Ltd.(HUL) on a slump sale basis in August 2003. With this acquisition came iconic and heritage brands viz """"DALDA"""", """"Masterline"""", """"Lily"""" etc. In 2004 Bunge Agri was merged into Gee Pee Ceval Proteins & Investment Pvt. Ltd. and the name of Gee Pee Ceval was changed to Bunge India Private Limited (""""Bunge India""""). Bunge India diversified its portfolio and launched range of edible oils marketed under the iconic brand """"DALDA"""" by setting up its own distribution network in 2006. In February 2012, Bunge India acquired the edible oils and fats business of Amrit Banaspati Company Limited (Amrit Banaspati) along with the Gagan and Ginni brands. To cater to the ever increasing market demands, massive expansion of existing plant at Trichy and Bundi were also undertaken and completed. In the year 2013 Multi oil Greenfield refinery was successfully commissioned at Kandla. Bunge India has used some state of art technology for the refining and commissioning of Kandla factory. Kandla factory of Bunge India has undertaken massive expansion projects which was started in 2016 and was completed within record time. In order to strengthen Bunge India's Bakery segment brand called """"Enhance"""" was successfully acquired along with the business associated with the said brand in the same year. Currently Bunge India is having 1166 employees across India including factories. In current year i.e. year 2018 Bunge is also celebrating its 200th year. It truly believes in its mission """"Feeding the world""""."
1172,3M,4.2,Electronics Manufacturing ,"Work Life Balance, Company Culture, Salary & Benefits", Saint Paul ,48.0, 1k-5k ,"When 3M began in 1902, our five founders had a simple goal: to mine for corundum, a mineral ideal for making sandpaper and grinding wheels. Turns out, what they thought was corundum was really another low-grade mineral called anorthosite.

Discovering the poor-quality mineral could have caused an early end to our fledgling company, but our founders persisted. Why? Because something more important was born that first year: the spirit of innovation and collaboration that forms the foundation of 3M today. So instead of calling it quits, we turned to different materials, applied them to other products, gained the trust of important investors and built up sales little by little.

Scientific, technical and marketing innovations produced success upon success over the years, eventually making 3M a constant name on the Fortune 500 list. Today, more than 60,000 3M products are used in homes, businesses, schools, hospitals and other industries. One third of our sales come from products invented within the past five years, thanks to innovations from the thousands of researchers and scientists we employ around the world.

With corporate operations in 70 countries and sales in 200, we are committed to creating the technology and products that advance every company, enhance every home and improve every life."
1173,Entrata,4.4,Software Product ,"Company Culture, Work Life Balance, Work Satisfaction", Provo ,48.0, 501-1k ,"Since 2007, Entrata India has built a team of more than 900 world-class IT professionals, dedicated to creating innovative solutions for our clients. We have created a mixed bag of over 100 smart products for Entrata. The organization has been in league for over a decade, designing and catering solutions for property management software. We have built a work culture that acts as a catalyst for comprehensive growth. Be it an application for mobile, desktop or the world wide web, one can be rest assured that Entrata India delivers the best in quality because we pride ourselves in being the real deal. Located in Pune, we have been the city's well known PHP house."
1174,Clarivate,3.8,Analytics & KPO ,"Work Life Balance, Job Security, Company Culture", Philadelphia ,48.0, 1k-5k ,"Clarivate Analytics is a global leader in providing trusted insights and analytics to accelerate the pace of innovation. Our vision is to improve the way the world creates, protects and advances innovation. To achieve this, we deliver critical data, information, workflow solutions and deep domain expertise to innovators everywhere. We are a trusted, indispensable global partner to our customers, including universities, nonprofits, funding organizations, publishers, corporations, government organizations and law firms."
1175,Amadeus,4.0,IT Services & Consulting ,"Work Life Balance, Job Security, Company Culture", Bengaluru/Bangalore ,48.0, 1k-5k ,"Amadeus India Private Limited, a company under the umbrella of Bird Group, one of India’s largest travel conglomerates, has been a pioneer in providing a global platform to the travel industry in India since 1994. Amadeus India is engaged in the business of software, IT enabled services, including providing software connectivity to access the Amadeus Global Distribution system (GDS) which connects businesses, airlines, travel agencies, consultants to the global travel platform. It has also introduced the Indian travel industry to the latest and most advanced, customized solutions. With a wide network of 45+ support offices across India, today we are a team of more than 300+ professionals, committed to lead the industry forward and make the future of travel even better.Amadeus India Private Limited is registered under the Companies Act of 1956 and has its headquarters in New Delhi, India."
1176,Samunnati Financial Intermediation and Services,4.5,Financial Services ,"Work Life Balance, Company Culture, Work Satisfaction", Chennai ,48.0, 201-500 ,"India’s largest agri enterprise, Samunnati is an open agri-network to unlock the trillion-dollar plus potential of Indian agriculture with smallholder farmers at the center of it. Staying true to its name, Samunnati stands for collective growth & collective prosperity for the agri ecosystem. Samunnati does this by connecting players across the agriculture value chain and enabling affiliated Farmer Collectives and the larger ecosystem to be more efficient and productive through multiple technology enabled interventions and collaborative partnerships. Headquartered in Chennai, Tamil Nadu, India, Samunnati has presence in more than 100 agri value chains spread over 22 states in India and has powered over $1Bn of gross transaction value in its journey so far. Samunnati currently has access to 1500+ Farmer Collectives with a member base of over 6 million farmers and envisions impacting 1 in every 4 farming households through its network by 2027."
1177,RITES,4.0,Engineering & Construction ,"Work Life Balance, Skill Development / Learning", Gurgaon/Gurugram ,47.0, 1k-5k ,"RITES Limited is an engineering consultancy company, specializing in the field of transport infrastructure. Established in 1974 by the Government of India, the company's initial charter was to provide consultancy services in rail transport management to operators in India and abroad"
1178,T.v. Sundram Iyengar & Sons,4.2,Automobile ,"Skill Development / Learning, Company Culture, Job Security", Chennai ,47.0, 1k-5k ,"T V Sundram Iyengar & Sons Limited, established in 1911, is the parent company of the TVS Group and is a leading automobile distribution company in IndiaTVS & Sons distributes Commercial Vehicles, Multi Utility & Sports Utility vehicles, three wheelers, passenger cars representing various leading automobile vehicle manufacturers such as Ashok Leyland, Mahindra & Mahindra, Mahindra Navistar, Mercedez-Benz, General Motors, Honda, Renault, Volkswagen and off highway equipment manufactured by Escorts, JLG, Ingersoll Rand, Pal Finger & Leyland Deere. The company has more than 150 outlets and sells around 60,000 vehicles and services more than 600,000 vehicles per annum being the leading automobile distribution company in India. We have nine retail fuel outlets in Tamil Nadu representing Bharat Petroleum Corporation Ltd."
1179,Quality Austria Central Asia,3.5,Other ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction", Delhi/NCR ,47.0, 201-500 ,"Quality Austria Central Asia Pvt. Ltd. (QACA) is a joint venture enterprise of Austria based Quality Austria – Trainings, Zertifizierungs und Begutachtungs GmbH (Quality Austria Training, Certification and Evaluation Ltd.) and Peacock Global Company, New Delhi.QACA is the leading provider of Management System Certification, Trainings & Third Party inspections in the fields of Telecom, Automotive, Coal, Roads, Buildings, Bridges, Oil & Gas and Power.QACA believes in moving up the value chain by providing best in class services relating to certification, training and Industrial Services in order to achieve utmost customer delight"
1180,Zydus Healthcare,4.0,74 years old ,"Salary & Benefits, Skill Development / Learning", Mumbai ,48.0, Mumba,
1181,Allied Digital Services,3.6,IT Services & Consulting ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction", Mumbai ,47.0, 1k-5k ,"Allied Digital is well renowned as a leading Global IT Transformation Architect, with an impeccable track record for designing, developing, deploying and delivering end-to-end IT Infrastructure services.  With over two decades of proven experience Allied Digital responsibly delivers cutting-edge IT services and solutions to a wide range of industries spanning 35 countries across 5 continents.  Our inherent capabilities built on the philosophy of '3S' (Smart People, Smart Processes, Smart Technology); provides the strong foundation for a best-in-class Integrated Service Delivery Framework which consistently augments our overall value creation proposition to our clients; both effectively and efficiently.  As a trusted partner with wide range of service capabilities and state-of-the-art global command centres, Allied Digital help clients transform and succeed in challenging environments by making better IT decisions."
1182,TTK Prestige,4.0,Consumer Electronics & Appliances ,"Job Security, Company Culture, Skill Development / Learning", Bangalore/Bengaluru ,47.0, 1k-5k ,"Prestige is India’s No.1 kitchen appliance brand. It is India’s largest kitchen appliances company catering to the needs of home makers in the country. 

It has varied product portfolio ranging from pressure cookers, non-stick cookware, gas stoves, Induction Cooktops, Mixer Grinders to varied other electrical appliances and kitchen tools. 

Prestige also covers a wide range of home cleaning accessories including air purifier, water purifier, ladders, mops, vacuum cleaners and many more. The company has been at the forefront of innovation in the Kitchen segment and has been the fastest growing company in the kitchen appliance space.

Spearheading the category with high quality products, TTK Prestige is known for its innovative and popular kitchen and home products, with a customer first approach to all products. With over 6 decades of experience, we constantly innovate to break the clutter of the category and change the lives of our users."
1183,HBL Power Systems,4.0,Electrical Equipment ,Work Life Balance, Hyderabad/Secunderabad ,47.0, 1k-5k ,"About us. HBL Power Systems Limited is one of the world's leading manufacturers of advanced-technology batteries (Lead Acid, Nickel Cadmium & Special Defense) & DC systems for various industries."
1184,Wipro Digital,3.6,IT Services & Consulting ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction", Brooklyn ,47.0, 1k-5k ,"We dream, design, and deliver people-centered and human-shaped experiences for a digital world. Are you a pi-shaped person, combining design with engineering, strategy with design or engineering with strategy? If so, let's talk.

We are an innovation-led, digital transformation partner built for today’s digital challenges. We focus on the things that matter - the insights, the interactions, the integrations, and innovations that make extraordinary things happen for brands, businesses and their customers. We build multi-disciplinary teams combining strategy, design and technology experts oriented around the customer and their journey."
1185,Holiday Inn,4.2,Hospitality ,"Skill Development / Learning, Job Security, Company Culture", Memphis ,47.0, 1k-5k ,"At IHG, we’re committed to delivering True Hospitality for everyone. We believe in making you feel welcome and valued, wherever you are in the world. That’s because we truly care about people and the communities we serve, and because we pride ourselves on providing the highest quality of service."
1186,Portea Medical,4.4,Healthcare ,"Work Life Balance, Skill Development / Learning, Company Culture", Bangalore ,47.0, 1k-5k ,"Portea Medical delivers quality care with compassion. We bring world class medical care into our patients’ homes and aim to make primary healthcare not only more accessible, but also more affordable and accountable to our patients’ needs.With Portea, you can be sure that you will receive hospital-quality healthcare in the comfort of your home. We provide doctors, nurses, and physiotherapists for home visits who have passed our rigorous hiring standards and have had their backgrounds and medical knowledge verified by senior doctors. We facilitate lab tests at home and medical equipment rentals, making health care more accessible for our patients."
1187,Renovision Automation Services,3.7,IT Services & Consulting ,"Promotions / Appraisal, Salary & Benefits, Job Security", New Delhi ,47.0, 1k-5k ,"Renovision Automation Services Pvt. Ltd., a group company of OA Compserve Group, was founded in 2006. OA Compserve Group was incorporated in 1990 under the flagship of Mr. R.K. Malhotra, hence we have an experience of around 18 years in our line of businesses.  RASPL is a service partner for India’s largest IT giant, Wipro Infotech Limited. The Manpower strength is around 1600 people mostly technical in nature Head Quartered in New Delhi, RASPL has branch offices in Kolkatta, Jamshedpur, Bhubaneshwar & Patna."
1188,TVS Electronics,3.8,Consumer Electronics & Appliances ,"Promotions / Appraisal, Salary & Benefits", Chennai ,48.0, 501-1k ,"""TVS Electronics is a part of the TVS Group, India’s foremost and well recognised self-owned Business group. TVS Electronics (TVS-E), headquartered in Chennai, India (BSE:532513, NSE:TVSELECT) was founded in 1986 as an IT Peripherals manufacturer and has today transformed into a leading Transaction Automation IT Product manufacturer & service provider. Progressing over the years, we have understood the need and the pulse of the market for widely-reputed and accessible service that is top-notch. Keeping this in mind, we sought to revolutionise the services industry and make it more customer-friendly.
Our service offerings are of immense value to our customers, catering to all segments. We are backed by an expert and qualified team who meet the highest standards of quality and precision. We service extensive product lines across various brands via various delivery models like exclusive service centers, multi brand service centers, Onsite support, repair centers and factories, thus providing a complete service suite. We have thus established ourself as an end to end service provider delighting the brands and customers we serve.
Our products arm manufactures and sells Point of sale devices, Printers & Keyboards through their dealer network spanning across 300+ towns. With a mission to offer products specifically designed and tested for “Heart of India” environment, our products provide easy use, cost effective solutions with a wide reach of service infrastructure. We value the philosophy of product development as our core. Supporting the service delivery and product channelizing is our supply chain & fulfillment team with a wide range of services like inventory planning, parts procurement, demand forecasting, logistics , distribution and warehousing."""
1189,Visteon,3.9,Auto Components ,Skill Development / Learning, Detroit ,47.0, 1k-5k ,"Visteon is a global technology company that designs, engineers and manufactures innovative cockpit electronics and connected car solutions for the world’s major vehicle manufacturers. Visteon is driving the smart, learning, digital cockpit of the future, to improve safety and the user experience. Visteon is a global leader in cockpit electronic products including digital instrument clusters, information displays, infotainment, head-up displays, telematics, SmartCore™ cockpit domain controllers, and the DriveCore™ autonomous driving platform. Visteon also delivers artificial intelligence-based technologies, connected car, cybersecurity, interior sensing, embedded multimedia and smartphone connectivity software solutions. Headquartered in Van Buren Township, Michigan, Visteon has approximately 10,000 employees at more than 40 facilities in 18 countries. Visteon had sales of approximately $3 billion in 2018."
1190,Central Reserve Police Force,4.7,Government ,"Job Security, Salary & Benefits, Company Culture", Delhi/NCR ,47.0, 1 Lakh+ ,"The Central Reserve Police Force came into existence as Crown Representative’s Police on 27th July 1939. It became the Central Reserve Police Force on enactment of the CRPF Act on 28th December 1949. It has completed 80 years of glorious history. The Force has grown into a big organization with 246 Bns, (including 208 executive Bns, 6 Mahila Bns, 15 RAF Bns, 10 CoBRA Bns, 5 Signal Bns and 1 Special Duty Group, 1 Parliament Duty Group), 43 Group Centres, 20 Training Institutions, 3 CWS, 7 AWS, 3 SWS, 4 Composite Hospitals of 100 bed and 17 Composite Hospitals of 50 bed."
1191,ATS Infrastructure,3.9,Real Estate ,Work Life Balance, Noida ,47.0, 1k-5k ,"""ATS understands the responsibility of building a home. Since 1998 with Mr. Getamber Anand
at its helm as the Chairman & Managing Director.

We have come a long way since, setting new standards in the real estate space with each project being better than the one last delivered while growing exponentially both in quality and profitability. The company witnessed a phenomenal growth with nearly 2.5 million square meter of residential space already delivered and 1.9 million square meter underway, nearly 25000+ satisfied customers, 3500 dedicated workforce, extraordinary in-house construction, security, facility and maintenance teams and unmatched brand equity. ATS aspires to expand its footprints in different geographies across the country. ATS homes are known for the soul their developments have, green surroundings, modern architecture, world-class amenities and a host of convenient facilities. With a focused approach through unprecedented professionalism and transparency, the company continues to achieve new milestones and celebrate the trust of customers who have bought homes with us in the last two decades. This trust arises when customers experience first-hand that their interests will always be the highest priority for ATS."""
1192,Okaya Power,3.8,Electrical Equipment ,"Promotions / Appraisal, Salary & Benefits", Delhi/NCR ,47.0, 501-1k ,"OKAYA has been a symbol of trust and quality for years making it a pioneer in the battery manufacturing industry. It produces a wide range of batteries, suitable for all kinds of application, with a very diverse product category viz. Tubular Battery- Inverter Battery and Solar Battery, SMF Battery, and E-Rickshaw Battery. It is the sole manufacturer of 100% Tubular Batteries, which is considered as best for power back up needs, used both in Inverter and Solar Batteries. The batteries manufactured are eco-friendly, ISO certified automated plants and are capable of being completely recycled, thereby minimizing wastage and living up to its responsibility towards the environment. It confirms that all the products are made of the best quality material, using the latest technology, so you get nothing but the best."
1193,Asb International,4.1,Industrial Machinery ,"Job Security, Skill Development / Learning, Work Life Balance", Thane ,47.0, 1k-5k ,"ASB International Pvt. Ltd. is a wholly owned subsidiary of Nissei ASB Machine Co.Ltd., Japan. Nissei ASB Machine Co Ltd. was founded in the year 1978 & through the years continues to be a world leader in manufacturing and providing total solutions for production of biaxially oriented PET containers. ASB has its head office in Japan & manufacturing facilities at Japan and India besides having a world wide sales and service network. ASB International Pvt. Ltd., besides being a wholly owned subsidiary of Nissei ASB Machine Co. Ltd. Japan is also a 100% Export Oriented Unit. ASBI started as a project in December 1997 and was formally inaugurated on 23rd November 1999. The Commercial production started from January 2000. ASBI as on date comprises of a world class manufacturing facility at Ambernath established at a cost of over Rs.870 million. It is one of the most modern and largest manufacturing facilities among PET processing machine manufacturers in the world.ASB International Pvt. Ltd. is a wholly owned subsidiary of Nissei ASB Machine Co.Ltd., Japan. Nissei ASB Machine Co Ltd. was founded in the year 1978 & through the years continues to be a world leader in manufacturing and providing total solutions for production of biaxially oriented PET containers. ASB has its head office in Japan & manufacturing facilities at Japan, China and India besides having a world wide sales and service network."
1194,Orient Technologies,3.9,IT Services & Consulting ,"Promotions / Appraisal, Salary & Benefits", Chiyoda-ku ,47.0, 1k-5k ,"ormed in 1992, Orient Technologies is a leading SI and a premier Solution Provider in India's IT space. With a reputation for excellence, we have a proven track record of successfully implementing IT solutions for our clients. Our projects are complimented by our long standing and strategic relationships with some of the world’s leading technology partners including HP, IBM, Cisco, Microsoft, Dell, Oracle, Fortinet and Amazon. Our technology partners consistently turn to us as best in-class solution integrators across the Mid-market and Enterprise business arena. Our customers trust not just in our ability to build solutions, but also in the way we design, implement and support these solutions that makes their businesses run more efficiently, with lower TCO and higher productivity. Our exceptionally skilled, committed and talented team of consultants, engineers, project managers and support teams integrate a wide range of technical, business and financial factors when designing the solution for your business. Our engineering team have hands-on experience in all aspects of IT planning, deployment, operational management and maintenance support. Our design consultants design solutions that fit best within your environment and help achieve your business goals – working with you as trusted advisors to help determine the best solution for your business. We transform your business by changing the role of your ICT systems from a support function to a mission-critical business enabler."
1195,Jyothy Laboratories,4.2,FMCG ,"Job Security, Salary & Benefits, Company Culture", Mumbai ,47.0, 1k-5k ,"In 1983, one man’s dream gave birth to Jyothy Labs in Thrissur, Kerala. MP Ramchandran had one goal: touching and bettering lives with innovation.From manufacturing and selling a single product to a household name in the category, Jyothy Labs has come a long way.With a turnover of about Rs. 2,500 Crores, we continue to grow as one of the country’s most trusted brands. Our products are priced affordably, packaged exceptionally, and distributed nationally.We’re driven by a passion to touch and better lives with constant innovation. Where the world sees a problem, we see an opportunity to innovate.We don’t stop at finishing tasks, we go beyond that and fulfill objectives."
1196,Y-Axis Overseas Careers,3.4,Other ,"Promotions / Appraisal, Salary & Benefits, Company Culture", Hyderabad/Secunderabad ,47.0, 1k-5k ,"We are a team of career and immigration experts who provide personalized and professional services in the field of Immigration, Visas, Overseas Jobs and English language coaching services to clients throughout the world. We have helped thousands of professionals, trades & business people immigrate and successfully settle overseas to have a better future and quality of life."
1197,Surya Roshni,4.1,Real Estate ,"Work Life Balance, Job Security, Company Culture", Delhi/NCR ,47.0, 1k-5k ,"Amidst the journey from a subtle beginning to spearheading the technological revolution in the 21st century, Surya Roshni Limited has exceedingly come a long way from being just another steel tube making unit back in 1973. Today, Surya Group has emerged into a colossal of over Rs. 5,975 Crore n FY 2018-19. Indian manufacturing company, exporting products to over 50 countries across the globe. It has manifested, not just a strong brand image, but also an irreplaceable mark onto the minds and consideration of customers. The company focus on working passionately with all latest technologies to make the lives of customers comfortable and delighted.In the year 1984, Surya’s lighting division was initiated with the dream of ‘Lighting Every City Every Home’. Three decades down the line, it is appraised as one of the leading brands in the Lighting industry. The LED technology has opened up a new frontier and is potentially acknowledged as the future of lighting technology. The LEDs manufactured by us are energy efficient with extremely lower maintenance cost and comes with the facilitation of a remarkable life span. All these factors add to the advantages of LED lighting that will ensure that the revolution in the lighting industry is propelled forward. The Surya LED lights are manufactured using latest and inventive way to permeate brightness in each and every dark and dull area across PAN India."
1198,Vivanta by Taj,4.2,Hospitality ,"Job Security, Skill Development / Learning, Company Culture", Gurgaon/Gurugram ,47.0, 1k-5k ,"Vivanta is an Indian hotel chain established in September 2010. The brand is a part of the Indian Hotels Company Limited, a subsidiary of the TATA GroupVivanta represents a collection of sophisticated upscale hotels. The brand, promises to deliver experiences that are dynamic, spirited and unique with a dash of uniqueness and an unexpected twist – a perfect fit for contemporary travellers."
1199,Rane NSK Steering Systems,4.1,Auto Components ,"Skill Development / Learning, Company Culture, Work Satisfaction", Bawal ,47.0, 1k-5k ,
1200,_VOIS,4.1,IT Services & Consulting ,"Work Life Balance, Job Security, Company Culture", Pune ,48.0, 10k-50k ,"Established in 2006, _VOIS – Vodafone Intelligent Solutions – has grown from a single entity service provider to a global, purpose-driven TechCo, dedicated to driving scale @ speed and delivering value to Vodafone. We are a global team of over 24,000 highly skilled people, servicing 28 countries across 4 locations in Egypt, India, Hungary and Romania. We underpin everything that Vodafone does. We bring innovation and agility to everything we do and everyone we serve. We move the world forward, every day."
